Description,ensembl_id,entrez_id,gene_biotype,Type
FOXO6,ENSG00000204060,100132074,protein_coding,target
EDN2,ENSG00000127129,1907,protein_coding,target
HIVEP3,ENSG00000127124,59269,protein_coding,target
GUCA2B,ENSG00000044012,2981,protein_coding,target
GUCA2A,ENSG00000197273,2980,protein_coding,target
FOXJ3,ENSG00000198815,22887,protein_coding,landmark
RIMKLA,ENSG00000177181,284716,protein_coding,target
ZMYND12,ENSG00000066185,84217,protein_coding,target
PPCS,ENSG00000127125,79717,protein_coding,target
CCDC30,ENSG00000186409,728621,protein_coding,target
PPIH,ENSG00000171960,10465,protein_coding,target
YBX1,ENSG00000065978,4904,protein_coding,target
CLDN19,ENSG00000164007,149461,protein_coding,target
P3H1,ENSG00000117385,64175,protein_coding,target
C1orf50,ENSG00000164008,79078,protein_coding,target
SVBP,ENSG00000177868,374969,protein_coding,target
ERMAP,ENSG00000164010,114625,protein_coding,target
ZNF691,ENSG00000164011,51058,protein_coding,target
SLC2A1,ENSG00000117394,6513,protein_coding,target
FAM183A,ENSG00000186973,440585,protein_coding,target
EBNA1BP2,ENSG00000117395,10969,protein_coding,landmark
CFAP57,ENSG00000243710,149465,protein_coding,target
TMEM125,ENSG00000179178,128218,protein_coding,target
C1orf210,ENSG00000253313,149466,protein_coding,target
TIE1,ENSG00000066056,7075,protein_coding,target
MPL,ENSG00000117400,4352,protein_coding,target
CDC20,ENSG00000117399,991,protein_coding,landmark
ELOVL1,ENSG00000066322,64834,protein_coding,target
MED8,ENSG00000159479,112950,protein_coding,target
SZT2,ENSG00000198198,23334,protein_coding,target
PTPRF,ENSG00000142949,5792,protein_coding,landmark
KDM4A,ENSG00000066135,9682,protein_coding,target
ST3GAL3,ENSG00000126091,6487,protein_coding,target
ARTN,ENSG00000117407,9048,protein_coding,target
IPO13,ENSG00000117408,9670,protein_coding,landmark
DPH2,ENSG00000132768,1802,protein_coding,landmark
ATP6V0B,ENSG00000117410,533,protein_coding,landmark
B4GALT2,ENSG00000117411,8704,protein_coding,target
CCDC24,ENSG00000159214,149473,protein_coding,target
SLC6A9,ENSG00000196517,6536,protein_coding,target
KLF17,ENSG00000171872,128209,protein_coding,target
DMAP1,ENSG00000178028,55929,protein_coding,target
ERI3,ENSG00000117419,79033,protein_coding,target
RNF220,ENSG00000187147,55182,protein_coding,target
TMEM53,ENSG00000126106,79639,protein_coding,target
C1orf228,ENSG00000198520,339541,protein_coding,target
KIF2C,ENSG00000142945,11004,protein_coding,landmark
RPS8,ENSG00000142937,6202,protein_coding,target
BEST4,ENSG00000142959,266675,protein_coding,target
PLK3,ENSG00000173846,1263,protein_coding,target
TCTEX1D4,ENSG00000188396,343521,protein_coding,target
BTBD19,ENSG00000222009,149478,protein_coding,target
PTCH2,ENSG00000117425,8643,protein_coding,target
EIF2B3,ENSG00000070785,8891,protein_coding,target
HECTD3,ENSG00000126107,79654,protein_coding,target
UROD,ENSG00000126088,7389,protein_coding,target
ZSWIM5,ENSG00000162415,57643,protein_coding,target
HPDL,ENSG00000186603,84842,protein_coding,target
MUTYH,ENSG00000132781,4595,protein_coding,target
TOE1,ENSG00000132773,114034,protein_coding,target
TESK2,ENSG00000070759,10420,protein_coding,target
MMACHC,ENSG00000132763,25974,protein_coding,target
PRDX1,ENSG00000117450,5052,protein_coding,target
AKR1A1,ENSG00000117448,10327,protein_coding,target
NASP,ENSG00000132780,4678,protein_coding,target
CCDC17,ENSG00000159588,149483,protein_coding,target
GPBP1L1,ENSG00000159592,60313,protein_coding,target
TMEM69,ENSG00000159596,51249,protein_coding,target
IPP,ENSG00000197429,3652,protein_coding,target
MAST2,ENSG00000086015,23139,protein_coding,landmark
PIK3R3,ENSG00000117461,8503,protein_coding,landmark
TSPAN1,ENSG00000117472,10103,protein_coding,target
RP11-322N21.2,ENSG00000250719,110117498,protein_coding,target
POMGNT1,ENSG00000085998,55624,protein_coding,target
LURAP1,ENSG00000171357,541468,protein_coding,target
RAD54L,ENSG00000085999,8438,protein_coding,target
LRRC41,ENSG00000132128,10489,protein_coding,landmark
UQCRH,ENSG00000173660,7388,protein_coding,target
NSUN4,ENSG00000117481,387338,protein_coding,target
FAAH,ENSG00000117480,2166,protein_coding,target
DMBX1,ENSG00000197587,127343,protein_coding,target
KNCN,ENSG00000162456,148930,protein_coding,target
MKNK1,ENSG00000079277,8569,protein_coding,landmark
MOB3C,ENSG00000142961,148932,protein_coding,target
ATPAF1,ENSG00000123472,64756,protein_coding,target
TEX38,ENSG00000186118,374973,protein_coding,target
EFCAB14,ENSG00000159658,9813,protein_coding,landmark
CYP4B1,ENSG00000142973,1580,protein_coding,target
CYP4A11,ENSG00000187048,1579,protein_coding,target
CYP4X1,ENSG00000186377,260293,protein_coding,target
CYP4Z1,ENSG00000186160,199974,protein_coding,target
CYP4A22,ENSG00000162365,284541,protein_coding,target
PDZK1IP1,ENSG00000162366,10158,protein_coding,target
TAL1,ENSG00000162367,6886,protein_coding,target
STIL,ENSG00000123473,6491,protein_coding,target
CMPK1,ENSG00000162368,51727,protein_coding,target
FOXE3,ENSG00000186790,2301,protein_coding,target
FOXD2,ENSG00000186564,2306,protein_coding,target
TRABD2B,ENSG00000269113,388630,protein_coding,target
SLC5A9,ENSG00000117834,200010,protein_coding,target
SPATA6,ENSG00000132122,54558,protein_coding,target
AGBL4,ENSG00000186094,84871,protein_coding,target
BEND5,ENSG00000162373,79656,protein_coding,target
ELAVL4,ENSG00000162374,1996,protein_coding,target
DMRTA2,ENSG00000142700,63950,protein_coding,target
FAF1,ENSG00000185104,11124,protein_coding,target
CDKN2C,ENSG00000123080,1031,protein_coding,target
C1orf185,ENSG00000204006,284546,protein_coding,target
RNF11,ENSG00000123091,26994,protein_coding,target
TTC39A,ENSG00000085831,22996,protein_coding,target
EPS15,ENSG00000085832,2060,protein_coding,target
OSBPL9,ENSG00000117859,114883,protein_coding,target
NRDC,ENSG00000078618,4898,protein_coding,target
RAB3B,ENSG00000169213,5865,protein_coding,target
TXNDC12,ENSG00000117862,51060,protein_coding,target
KTI12,ENSG00000198841,112970,protein_coding,target
BTF3L4,ENSG00000134717,91408,protein_coding,target
ZFYVE9,ENSG00000157077,9372,protein_coding,target
CC2D1B,ENSG00000154222,200014,protein_coding,target
ORC1,ENSG00000085840,4998,protein_coding,landmark
PRPF38A,ENSG00000134748,84950,protein_coding,target
ZCCHC11,ENSG00000134744,23318,protein_coding,target
GPX7,ENSG00000116157,2882,protein_coding,target
FAM159A,ENSG00000182183,348378,protein_coding,target
COA7,ENSG00000162377,65260,protein_coding,target
ZYG11B,ENSG00000162378,79699,protein_coding,target
ZYG11A,ENSG00000203995,440590,protein_coding,target
ECHDC2,ENSG00000121310,55268,protein_coding,target
SCP2,ENSG00000116171,6342,protein_coding,landmark
PODN,ENSG00000174348,127435,protein_coding,target
SLC1A7,ENSG00000162383,6512,protein_coding,target
CPT2,ENSG00000157184,1376,protein_coding,target
C1orf123,ENSG00000162384,54987,protein_coding,target
MAGOH,ENSG00000162385,4116,protein_coding,target
LRP8,ENSG00000157193,7804,protein_coding,target
DMRTB1,ENSG00000143006,63948,protein_coding,target
GLIS1,ENSG00000174332,148979,protein_coding,target
NDC1,ENSG00000058804,55706,protein_coding,target
YIPF1,ENSG00000058799,54432,protein_coding,target
DIO1,ENSG00000211452,1733,protein_coding,target
HSPB11,ENSG00000081870,51668,protein_coding,target
LRRC42,ENSG00000116212,115353,protein_coding,target
LDLRAD1,ENSG00000203985,388633,protein_coding,target
TMEM59,ENSG00000116209,9528,protein_coding,target
TCEANC2,ENSG00000116205,127428,protein_coding,target
CDCP2,ENSG00000157211,200008,protein_coding,target
CYB5RL,ENSG00000215883,606495,protein_coding,target
MRPL37,ENSG00000116221,51253,protein_coding,target
SSBP3,ENSG00000157216,23648,protein_coding,target
ACOT11,ENSG00000162390,26027,protein_coding,target
FAM151A,ENSG00000162391,338094,protein_coding,target
MROH7,ENSG00000184313,374977,protein_coding,target
TTC4,ENSG00000243725,7268,protein_coding,target
PARS2,ENSG00000162396,25973,protein_coding,target
TTC22,ENSG00000006555,55001,protein_coding,target
LEXM,ENSG00000162398,163747,protein_coding,target
DHCR24,ENSG00000116133,1718,protein_coding,target
TMEM61,ENSG00000143001,199964,protein_coding,target
BSND,ENSG00000162399,7809,protein_coding,target
PCSK9,ENSG00000169174,255738,protein_coding,target
USP24,ENSG00000162402,23358,protein_coding,target
PLPP3,ENSG00000162407,8613,protein_coding,target
PRKAA2,ENSG00000162409,5563,protein_coding,target
C1orf168,ENSG00000187889,199920,protein_coding,target
C8A,ENSG00000157131,731,protein_coding,target
C8B,ENSG00000021852,732,protein_coding,target
DAB1,ENSG00000173406,1600,protein_coding,target
OMA1,ENSG00000162600,115209,protein_coding,target
TACSTD2,ENSG00000184292,4070,protein_coding,target
MYSM1,ENSG00000162601,114803,protein_coding,target
JUN,ENSG00000177606,3725,protein_coding,landmark
FGGY,ENSG00000172456,55277,protein_coding,target
HOOK1,ENSG00000134709,51361,protein_coding,target
CYP2J2,ENSG00000134716,1573,protein_coding,target
C1orf87,ENSG00000162598,127795,protein_coding,target
NFIA,ENSG00000162599,4774,protein_coding,target
TM2D1,ENSG00000162604,83941,protein_coding,target
PATJ,ENSG00000132849,10207,protein_coding,target
L1TD1,ENSG00000240563,54596,protein_coding,target
KANK4,ENSG00000132854,163782,protein_coding,target
USP1,ENSG00000162607,7398,protein_coding,landmark
DOCK7,ENSG00000116641,85440,protein_coding,target
ANGPTL3,ENSG00000132855,27329,protein_coding,target
ATG4C,ENSG00000125703,84938,protein_coding,target
FOXD3,ENSG00000187140,27022,protein_coding,target
ALG6,ENSG00000088035,29929,protein_coding,target
ITGB3BP,ENSG00000142856,23421,protein_coding,target
EFCAB7,ENSG00000203965,84455,protein_coding,target
PGM1,ENSG00000079739,5236,protein_coding,landmark
ROR1,ENSG00000185483,4919,protein_coding,target
UBE2U,ENSG00000177414,148581,protein_coding,target
CACHD1,ENSG00000158966,57685,protein_coding,target
RAVER2,ENSG00000162437,55225,protein_coding,target
JAK1,ENSG00000162434,3716,protein_coding,target
AK4,ENSG00000162433,205,protein_coding,target
DNAJC6,ENSG00000116675,9829,protein_coding,target
LEPROT,ENSG00000213625,54741,protein_coding,target
LEPR,ENSG00000116678,3953,protein_coding,target
PDE4B,ENSG00000184588,5142,protein_coding,target
SGIP1,ENSG00000118473,84251,protein_coding,target
TCTEX1D1,ENSG00000152760,200132,protein_coding,target
INSL5,ENSG00000172410,10022,protein_coding,target
WDR78,ENSG00000152763,79819,protein_coding,target
MIER1,ENSG00000198160,57708,protein_coding,target
SLC35D1,ENSG00000116704,23169,protein_coding,target
C1orf141,ENSG00000203963,400757,protein_coding,target
IL23R,ENSG00000162594,149233,protein_coding,target
IL12RB2,ENSG00000081985,3595,protein_coding,target
SERBP1,ENSG00000142864,26135,protein_coding,target
GADD45A,ENSG00000116717,1647,protein_coding,landmark
GNG12,ENSG00000172380,55970,protein_coding,target
DIRAS3,ENSG00000162595,9077,protein_coding,target
WLS,ENSG00000116729,79971,protein_coding,target
RPE65,ENSG00000116745,6121,protein_coding,target
DEPDC1,ENSG00000024526,55635,protein_coding,target
LRRC7,ENSG00000033122,57554,protein_coding,target
LRRC40,ENSG00000066557,55631,protein_coding,target
SRSF11,ENSG00000116754,9295,protein_coding,target
ANKRD13C,ENSG00000118454,81573,protein_coding,target
CTH,ENSG00000116761,1491,protein_coding,target
PTGER3,ENSG00000050628,5733,protein_coding,target
ZRANB2,ENSG00000132485,9406,protein_coding,target
NEGR1,ENSG00000172260,257194,protein_coding,target
LRRIQ3,ENSG00000162620,127255,protein_coding,target
FPGT,ENSG00000254685,8790,protein_coding,target
TNNI3K,ENSG00000116783,51086,protein_coding,target
LRRC53,ENSG00000162621,105378803,protein_coding,target
ERICH3,ENSG00000178965,127254,protein_coding,target
CRYZ,ENSG00000116791,1429,protein_coding,landmark
TYW3,ENSG00000162623,127253,protein_coding,target
LHX8,ENSG00000162624,431707,protein_coding,target
SLC44A5,ENSG00000137968,204962,protein_coding,target
ACADM,ENSG00000117054,34,protein_coding,target
RABGGTB,ENSG00000137955,5876,protein_coding,target
MSH4,ENSG00000057468,4438,protein_coding,target
ASB17,ENSG00000154007,127247,protein_coding,target
ST6GALNAC3,ENSG00000184005,256435,protein_coding,target
ST6GALNAC5,ENSG00000117069,81849,protein_coding,target
PIGK,ENSG00000142892,10026,protein_coding,target
AK5,ENSG00000154027,26289,protein_coding,target
ZZZ3,ENSG00000036549,26009,protein_coding,target
USP33,ENSG00000077254,23032,protein_coding,target
MIGA1,ENSG00000180488,374986,protein_coding,target
NEXN,ENSG00000162614,91624,protein_coding,target
FUBP1,ENSG00000162613,8880,protein_coding,target
DNAJB4,ENSG00000162616,11080,protein_coding,target
GIPC2,ENSG00000137960,54810,protein_coding,target
PTGFR,ENSG00000122420,5737,protein_coding,target
IFI44L,ENSG00000137959,10964,protein_coding,target
IFI44,ENSG00000137965,10561,protein_coding,target
ADGRL4,ENSG00000162618,64123,protein_coding,target
ADGRL2,ENSG00000117114,23266,protein_coding,target
TTLL7,ENSG00000137941,79739,protein_coding,target
PRKACB,ENSG00000142875,5567,protein_coding,target
SAMD13,ENSG00000203943,148418,protein_coding,target
DNASE2B,ENSG00000137976,58511,protein_coding,target
RPF1,ENSG00000117133,80135,protein_coding,target
GNG5,ENSG00000174021,2787,protein_coding,target
SPATA1,ENSG00000122432,100505741,protein_coding,target
CTBS,ENSG00000117151,1486,protein_coding,target
SSX2IP,ENSG00000117155,117178,protein_coding,target
LPAR3,ENSG00000171517,23566,protein_coding,target
MCOLN2,ENSG00000153898,255231,protein_coding,target
WDR63,ENSG00000162643,126820,protein_coding,target
MCOLN3,ENSG00000055732,55283,protein_coding,target
SYDE2,ENSG00000097096,84144,protein_coding,target
C1orf52,ENSG00000162642,148423,protein_coding,target
BCL10,ENSG00000142867,8915,protein_coding,target
DDAH1,ENSG00000153904,23576,protein_coding,target
CYR61,ENSG00000142871,3491,protein_coding,target
ZNHIT6,ENSG00000117174,54680,protein_coding,target
COL24A1,ENSG00000171502,255631,protein_coding,target
ODF2L,ENSG00000122417,57489,protein_coding,target
CLCA2,ENSG00000137975,9635,protein_coding,target
CLCA1,ENSG00000016490,1179,protein_coding,target
CLCA4,ENSG00000016602,22802,protein_coding,target
SH3GLB1,ENSG00000097033,51100,protein_coding,target
SELENOF,ENSG00000183291,9403,protein_coding,target
HS2ST1,ENSG00000153936,9653,protein_coding,landmark
LMO4,ENSG00000143013,8543,protein_coding,target
PKN2,ENSG00000065243,5586,protein_coding,target
GTF2B,ENSG00000137947,2959,protein_coding,target
KYAT3,ENSG00000137944,56267,protein_coding,target
RBMXL1,ENSG00000213516,494115,protein_coding,target
GBP3,ENSG00000117226,2635,protein_coding,target
GBP1,ENSG00000117228,2633,protein_coding,target
GBP2,ENSG00000162645,2634,protein_coding,target
GBP7,ENSG00000213512,388646,protein_coding,target
GBP4,ENSG00000162654,115361,protein_coding,target
GBP5,ENSG00000154451,115362,protein_coding,target
GBP6,ENSG00000183347,163351,protein_coding,target
LRRC8B,ENSG00000197147,23507,protein_coding,target
LRRC8C,ENSG00000171488,84230,protein_coding,target
LRRC8D,ENSG00000171492,55144,protein_coding,target
ZNF326,ENSG00000162664,284695,protein_coding,target
BARHL2,ENSG00000143032,343472,protein_coding,target
ZNF644,ENSG00000122482,84146,protein_coding,target
HFM1,ENSG00000162669,164045,protein_coding,target
CDC7,ENSG00000097046,8317,protein_coding,target
TGFBR3,ENSG00000069702,7049,protein_coding,target
BRDT,ENSG00000137948,676,protein_coding,target
EPHX4,ENSG00000172031,253152,protein_coding,target
SETSIP,ENSG00000230667,646817,protein_coding,target
C1orf146,ENSG00000203910,388649,protein_coding,target
GLMN,ENSG00000174842,11146,protein_coding,target
RPAP2,ENSG00000122484,79871,protein_coding,target
GFI1,ENSG00000162676,2672,protein_coding,target
EVI5,ENSG00000067208,7813,protein_coding,target
RPL5,ENSG00000122406,6125,protein_coding,target
FAM69A,ENSG00000154511,388650,protein_coding,landmark
MTF2,ENSG00000143033,22823,protein_coding,landmark
TMED5,ENSG00000117500,50999,protein_coding,target
CCDC18,ENSG00000122483,343099,protein_coding,target
DR1,ENSG00000117505,1810,protein_coding,target
FNBP1L,ENSG00000137942,54874,protein_coding,target
BCAR3,ENSG00000137936,8412,protein_coding,target
DNTTIP2,ENSG00000067334,30836,protein_coding,landmark
GCLM,ENSG00000023909,2730,protein_coding,target
ABCA4,ENSG00000198691,24,protein_coding,target
ARHGAP29,ENSG00000137962,9411,protein_coding,target
ABCD3,ENSG00000117528,5825,protein_coding,target
F3,ENSG00000117525,2152,protein_coding,target
SLC44A3,ENSG00000143036,126969,protein_coding,target
CNN3,ENSG00000117519,1266,protein_coding,target
ALG14,ENSG00000172339,199857,protein_coding,target
TMEM56,ENSG00000152078,148534,protein_coding,target
RWDD3,ENSG00000122481,25950,protein_coding,target
PTBP2,ENSG00000117569,58155,protein_coding,target
DPYD,ENSG00000188641,1806,protein_coding,target
SNX7,ENSG00000162627,51375,protein_coding,landmark
PLPPR5,ENSG00000117598,163404,protein_coding,target
PLPPR4,ENSG00000117600,9890,protein_coding,target
PALMD,ENSG00000099260,54873,protein_coding,target
FRRS1,ENSG00000156869,391059,protein_coding,target
AGL,ENSG00000162688,178,protein_coding,landmark
SLC35A3,ENSG00000117620,23443,protein_coding,landmark
MFSD14A,ENSG00000156875,64645,protein_coding,target
SASS6,ENSG00000156876,163786,protein_coding,target
TRMT13,ENSG00000122435,54482,protein_coding,target
LRRC39,ENSG00000122477,127495,protein_coding,target
DBT,ENSG00000137992,1629,protein_coding,target
RTCA,ENSG00000137996,8634,protein_coding,target
CDC14A,ENSG00000079335,8556,protein_coding,target
GPR88,ENSG00000181656,54112,protein_coding,target
VCAM1,ENSG00000162692,7412,protein_coding,target
EXTL2,ENSG00000162694,2135,protein_coding,target
SLC30A7,ENSG00000162695,148867,protein_coding,target
DPH5,ENSG00000117543,51611,protein_coding,target
S1PR1,ENSG00000170989,1901,protein_coding,target
OLFM3,ENSG00000118733,118427,protein_coding,target
COL11A1,ENSG00000060718,1301,protein_coding,target
RNPC3,ENSG00000185946,55599,protein_coding,target
AMY2B,ENSG00000240038,280,protein_coding,target
AMY2A,ENSG00000243480,279,protein_coding,target
AMY1A,ENSG00000237763,276,protein_coding,target
AMY1B,ENSG00000174876,277,protein_coding,target
AMY1C,ENSG00000187733,278,protein_coding,target
